0.06,5,0.891074856
0.06,3.2,0.890834933
0.06,3.9,0.890834933
0.06,3.1,0.890738964
0.06,3.4,0.890738964
0.06,3.8,0.890738964
0.06,3.3,0.890690979
0.06,3.5,0.890690979
0.06,3.7,0.890690979
0.06,3.6,0.890547025
0.06,4.1,0.890307102
0.06,4.2,0.890163148
0.06,4.3,0.890115163
0.06,4.8,0.890067179
0.06,4.4,0.890019194
0.06,4.9,0.890019194
0.06,4.5,0.889971209
0.06,4.7,0.889971209
0.06,4.6,0.889923225
0.057,5.35,0.889779271
0.058,5.45,0.889779271
0.058,5.425,0.889779271
0.056,5.35,0.889731286
0.058,5.4,0.889731286
0.058,5.35,0.889731286
0.056,5.425,0.889731286
0.057,5.375,0.889731286
0.058,5.375,0.889731286
0.06,5.4,0.889683301
0.056,5.4,0.889683301
0.057,5.4,0.889683301
0.057,5.45,0.889683301
0.057,5.425,0.889683301
0.059,5.425,0.889683301
0.056,5.375,0.889683301
0.06,5.1,0.889635317
0.06,5.5,0.889635317
0.06,5.3,0.889635317
0.055,5.4,0.889635317
0.059,5.4,0.889635317
0.055,5.45,0.889635317
0.056,5.45,0.889635317
0.059,5.45,0.889635317
0.055,5.425,0.889635317
0.055,5.375,0.889635317
0.059,5.375,0.889635317
0.06,5.2,0.889587332
0.06,5.6,0.889587332
0.06,5.7,0.889587332
0.055,5.35,0.889587332
0.059,5.35,0.889587332
0.06,5.35,0.889539347
0.06,5.45,0.889491363
0.06,5.425,0.889491363
0.06,5.375,0.889491363
0.061,5.35,0.889299424
0.061,5.375,0.889299424
0.06,3,0.88925144
0.061,5.4,0.88925144
0.061,5.425,0.88925144
0.061,5.45,0.889203455
0.06,4,0.889011516
0.063,5.35,0.889011516
0.063,5.375,0.888963532
0.063,5.4,0.888915547
0.063,5.45,0.888867562
0.063,5.425,0.888867562
0.062,5.35,0.888819578
0.064,5.35,0.888819578
0.062,5.4,0.888771593
0.064,5.4,0.888771593
0.064,5.45,0.888771593
0.064,5.425,0.888771593
0.062,5.375,0.888771593
0.064,5.375,0.888771593
0.065,5.35,0.888723608
0.062,5.45,0.888723608
0.062,5.425,0.888723608
0.065,5.375,0.888627639
0.065,5.4,0.88853167
0.065,5.45,0.88853167
0.065,5.425,0.88853167
0.06,15,0.888483685
0.06,6,0.888339731
0.06,2,0.888291747
0.06,7,0.888195777
0.06,8,0.888003839
0.06,20,0.887955854
0.06,25,0.887715931
0.06,30,0.887476008
0.06,50,0.887284069
0.06,80,0.8871881
0.06,100,0.887044146
0.06,1000,0.886708253
0.06,100000,0.886708253
0.06,10000,0.886708253
0.06,10000000,0.886708253
0.06,1000000,0.886708253
0.06,1000000000,0.886708253
0.06,100000000,0.886708253
0.06,10,0.88646833
0.05,10,0.886324376
0.07,10,0.884932821
0.08,10,0.882629559
0.09,10,0.879270633
0.1,10,0.877111324
0.06,1,0.876487524
0.1,6,0.876439539
0.1,7,0.876247601
0.1,9,0.875959693
0.1,8,0.875911708
0.1,11,0.875815739
0.1,12,0.8756238
0.1,13,0.875335893
0.1,14,0.875047985
0.1,15,0.874856046
0.1,17,0.874856046
0.1,16,0.874808061
0.1,18,0.874712092
0.1,19,0.874520154
0.1,20,0.874424184
0.1,100,0.874088292
0.1,50,0.873944338
0.11,10,0.871737044
0.1,1,0.870345489
0.01,10,0.867658349
0.12,10,0.866122841
0.13,10,0.859836852
0.14,10,0.852639155
0.15,10,0.843330134
0.01,1,0.821641075
0.001,10,0.806238004
0.06,0.1,0.758733205
0.001,1,0.713723608
0.01,0.1,0.70206334
0.1,0.1,0.677207294
0.001,0.1,0.382581574
0.06,0.01,0.343138196
0.01,0.01,0.32293666
0.1,0.01,0.247360845
1,10,0.223944338
1,1,0.206381958
10,1,0.139203455
10,10,0.139203455
1,0.1,0.118426104
10,0.1,0.106861804
0.06,0.001,0.092610365
1,0.001,0.092418426
0.001,0.001,0.092418426
0.001,0.01,0.092418426
0.01,0.001,0.092418426
0.1,0.001,0.092418426
10,0.001,0.092418426
1,0.01,0.092418426
10,0.01,0.092418426